firstname,lastname,birthDate,height,weight,bats,throws,yearID,age,lgID,teamID,POS,G,PA,AB,R,H,X1B,X2B,X3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GIDP,mergeon,switch
jim,tracy,19551231,183,83,L,R,1980,24,NL,CHN,LF,42,137,122,12,31,22,3,3,3,49,9,2,2,2,0,13,1,0,37,1,tracy 19551231,0
jim,tracy,19551231,183,83,L,R,1981,25,NL,CHN,LF,45,76,63,6,15,12,2,1,0,19,5,1,0,0,1,12,0,0,14,2,tracy 19551231,0
jim,tracy,19551231,190,88,L,R,1983,28,Central League,Whales,IF,125,508,469,61,142,92,29,2,19,232,66,3,4,2,3,32,0,2,74,8,tracy 19551231,1
jim,tracy,19551231,190,88,L,R,1984,29,Central League,Whales,OF,3,11,9,1,2,1,0,0,1,5,2,0,0,0,0,2,0,0,1,1,tracy 19551231,-1
andy,tracy,19731211,191,99,L,R,2000,26,NL,MON,3B,83,218,192,29,50,30,8,1,11,93,32,1,0,0,2,22,1,2,61,3,tracy 19731211,0
andy,tracy,19731211,191,99,L,R,2001,27,NL,MON,3B,38,63,55,4,6,3,1,0,2,13,8,0,0,0,2,6,0,0,26,1,tracy 19731211,0
andy,tracy,19731211,191,99,L,R,2004,30,NL,COL,3B,15,17,16,1,3,2,1,0,0,4,1,0,0,0,0,1,0,0,8,0,tracy 19731211,0
andy,tracy,19731211,188,100,L,R,2005,32,Pacific League,Golden Eagles,3B,63,201,172,22,36,23,6,1,6,62,15,0,1,0,0,28,0,1,62,3,tracy 19731211,1
andy,tracy,19731211,191,99,L,R,2008,34,NL,PHI,IF,4,4,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,tracy 19731211,2
andy,tracy,19731211,191,99,L,R,2009,35,NL,PHI,1B,9,12,12,1,5,4,0,1,0,7,1,0,0,0,0,0,0,0,3,0,tracy 19731211,2
chad,tracy,19800522,185,92,L,R,2004,24,NL,ARI,3B,143,532,481,45,137,97,29,3,8,196,53,2,3,1,5,45,3,0,60,11,tracy 19800522,0
chad,tracy,19800522,185,92,L,R,2005,25,NL,ARI,1B,145,553,503,73,155,90,34,4,27,278,72,3,1,1,6,35,4,8,78,10,tracy 19800522,0
chad,tracy,19800522,185,92,L,R,2006,26,NL,ARI,3B,154,662,597,91,168,107,41,0,20,269,80,5,1,1,5,54,5,5,129,11,tracy 19800522,0
chad,tracy,19800522,185,92,L,R,2007,27,NL,ARI,3B,76,260,227,30,60,33,18,2,7,103,35,0,0,0,3,29,4,1,43,8,tracy 19800522,0
chad,tracy,19800522,185,92,L,R,2008,28,NL,ARI,1B,88,292,273,25,73,49,16,0,8,113,39,0,0,0,2,16,2,1,49,5,tracy 19800522,0
chad,tracy,19800522,185,92,L,R,2009,29,NL,ARI,1B,98,288,257,29,61,38,15,0,8,100,39,1,0,0,4,26,7,1,38,3,tracy 19800522,0
chad,tracy,19800522,185,92,L,R,2010,30,NL,CHN,3B,28,49,44,6,11,9,2,0,0,13,5,0,0,0,0,5,0,0,15,0,tracy 19800522,0
chad,tracy,19800522,185,92,L,R,2010,30,NL,FLO,3B,41,111,102,5,25,18,6,0,1,34,10,0,0,0,1,6,0,2,21,2,tracy 19800522,0
chad,tracy,19800522,188,97,L,R,2011,31,Central League,Carp,3B,40,164,149,10,35,22,12,0,1,50,19,0,0,0,2,11,0,2,34,7,tracy 19800522,1
chad,tracy,19800522,185,92,L,R,2012,32,NL,WAS,1B,73,105,93,7,25,15,7,0,3,41,14,0,0,0,1,10,3,1,15,1,tracy 19800522,2
chad,tracy,19800522,185,92,L,R,2013,33,NL,WAS,3B,92,136,129,6,26,18,4,0,4,42,11,0,2,0,0,7,0,0,25,2,tracy 19800522,2
brian,traxler,19670926,178,90,L,L,1990,23,NL,LAN,1B,9,11,11,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,traxler 19670926,0
brian,traxler,19670926,175,91,L,L,1994,27,Pacific League,Hawks,IF,129,546,499,46,131,93,21,2,15,201,62,0,2,0,6,39,2,2,101,21,traxler 19670926,1
jim,tyrone,19490129,185,83,R,R,1972,23,NL,CHN,LF,13,8,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,tyrone 19490129,0
jim,tyrone,19490129,185,83,R,R,1974,25,NL,CHN,RF,57,87,81,19,15,11,0,1,3,26,3,1,1,0,0,6,0,0,8,2,tyrone 19490129,0
jim,tyrone,19490129,185,83,R,R,1975,26,NL,CHN,LF,11,24,22,0,5,4,0,1,0,7,3,1,1,0,1,1,0,0,4,0,tyrone 19490129,0
jim,tyrone,19490129,185,83,R,R,1977,28,AL,OAK,RF,96,328,294,32,72,55,11,1,5,100,26,3,1,5,4,25,2,0,62,5,tyrone 19490129,0
jim,tyrone,19490129,184,84,R,R,1979,30,Pacific League,Lions,OF,58,236,220,31,64,48,7,1,8,97,24,9,4,1,1,13,0,1,35,5,tyrone 19490129,1
jim,tyrone,19490129,184,84,R,R,1980,31,Pacific League,Lions,OF,128,562,529,87,146,96,14,1,35,267,68,9,13,2,1,29,1,1,76,12,tyrone 19490129,-1
jim,tyrone,19490129,184,84,R,R,1981,32,Pacific League,Hawks,OF,125,533,492,77,153,112,23,0,18,230,60,11,2,1,5,32,0,3,45,17,tyrone 19490129,-1
jim,tyrone,19490129,184,84,R,R,1982,33,Pacific League,Hawks,OF,124,500,457,58,124,92,18,1,13,183,48,12,5,1,1,35,0,6,50,12,tyrone 19490129,-1
koji,uehara,19750403,186,85,R,R,1999,24,Central League,Giants,P,25,80,73,2,6,6,0,0,0,6,1,0,0,4,0,3,0,0,33,0,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2000,25,Central League,Giants,P,21,49,43,2,7,7,0,0,0,7,1,0,0,4,0,2,0,0,19,0,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2001,26,Central League,Giants,P,25,56,46,3,7,6,1,0,0,8,3,0,0,7,0,3,0,0,20,0,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2002,27,Central League,Giants,P,26,80,69,2,13,7,6,0,0,19,8,0,0,9,1,1,0,0,19,2,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2003,28,Central League,Giants,P,28,81,73,3,12,9,2,0,1,17,4,0,0,7,0,1,0,0,20,2,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2004,29,Central League,Giants,P,22,68,58,3,14,13,1,0,0,15,5,0,0,8,0,2,0,0,22,3,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2005,30,Central League,Giants,P,27,60,52,1,4,4,0,0,0,4,0,0,0,8,0,0,0,0,12,1,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2006,31,Central League,Giants,P,25,57,48,4,11,10,1,0,0,12,4,0,0,7,0,2,0,0,13,1,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2007,32,Central League,Giants,P,55,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,uehara 19750403,0
koji,uehara,19750403,186,85,R,R,2008,33,Central League,Giants,P,26,27,23,0,3,3,0,0,0,3,0,0,0,4,0,0,0,0,5,3,uehara 19750403,0
koji,uehara,19750403,188,88,R,R,2009,34,AL,BAL,P,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,uehara 19750403,1
tim,unroe,19701007,191,90,R,R,1995,24,AL,ML4,1B,2,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,unroe 19701007,0
tim,unroe,19701007,191,90,R,R,1996,25,AL,ML4,1B,14,20,16,5,3,3,0,0,0,3,0,0,1,0,0,4,0,0,5,0,unroe 19701007,0
tim,unroe,19701007,191,90,R,R,1997,26,AL,ML4,1B,32,18,16,3,4,1,1,0,2,11,5,2,0,0,0,2,0,0,9,0,unroe 19701007,0
tim,unroe,19701007,191,90,R,R,1999,28,AL,ANA,RF,27,59,54,5,13,10,2,0,1,18,6,0,0,0,0,4,0,1,16,0,unroe 19701007,0
tim,unroe,19701007,191,90,R,R,2000,29,NL,ATL,1B,4,7,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,unroe 19701007,0
tim,unroe,19701007,185,100,R,R,2001,31,Central League,Dragons,IF,4,8,7,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,5,0,unroe 19701007,1
willie,upshaw,19570427,183,83,L,L,1978,21,AL,TOR,LF,95,250,224,26,53,42,8,2,1,68,17,4,6,2,3,21,0,0,35,4,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1980,23,AL,TOR,1B,34,68,61,10,13,8,3,1,1,21,5,1,0,1,0,6,1,0,14,0,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1981,24,AL,TOR,1B,61,123,111,15,19,11,3,1,4,36,10,2,1,0,0,11,0,1,16,1,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1982,25,AL,TOR,1B,160,646,580,77,155,102,25,7,21,257,75,8,8,10,3,52,8,1,91,11,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1983,26,AL,TOR,1B,160,655,579,99,177,117,26,7,27,298,104,10,7,3,7,61,8,5,98,8,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1984,27,AL,TOR,1B,152,635,569,79,158,99,31,9,19,264,84,10,4,3,3,55,14,5,86,8,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1985,28,AL,TOR,1B,148,557,501,79,138,87,31,5,15,224,65,8,8,1,3,48,7,4,71,6,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1986,29,AL,TOR,1B,155,661,573,85,144,101,28,6,9,211,60,23,5,4,4,78,4,2,87,5,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1987,30,AL,TOR,1B,150,577,512,68,125,84,22,4,15,200,58,10,11,3,1,58,4,3,78,7,upshaw 19570427,0
willie,upshaw,19570427,183,83,L,L,1988,31,AL,CLE,1B,149,564,493,58,121,85,22,3,11,182,50,12,9,3,4,62,4,2,66,10,upshaw 19570427,0
willie,upshaw,19570427,182,85,L,L,1989,32,Pacific League,Hawks,IF,123,540,462,81,118,55,28,2,33,249,80,5,6,0,3,73,2,2,100,9,upshaw 19570427,1
willie,upshaw,19570427,182,85,L,L,1990,33,Pacific League,Hawks,IF,51,223,191,22,42,22,12,2,6,76,17,0,0,0,0,32,1,0,41,1,upshaw 19570427,-1
marc,valdes,19711220,183,77,R,R,1995,23,NL,FLO,P,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,valdes 19711220,0
marc,valdes,19711220,183,77,R,R,1996,24,NL,FLO,P,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,valdes 19711220,0
marc,valdes,19711220,183,77,R,R,1997,25,NL,MON,P,48,20,19,0,2,2,0,0,0,2,1,0,0,0,0,1,0,0,9,0,valdes 19711220,0
marc,valdes,19711220,183,77,R,R,1998,26,NL,MON,P,20,6,5,1,2,2,0,0,0,2,0,0,0,0,0,0,0,1,2,0,valdes 19711220,0
marc,valdes,19711220,183,77,R,R,2000,28,NL,HOU,P,53,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,valdes 19711220,0
marc,valdes,19711220,183,91,R,R,2002,31,Central League,Tigers,P,42,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,valdes 19711220,1
marc,valdes,19711220,183,91,R,R,2003,32,Central League,Dragons,P,37,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,valdes 19711220,-1
mario,valdez,19741119,185,97,L,L,1997,22,AL,CHA,1B,54,137,115,11,28,20,7,0,1,38,13,1,0,0,2,17,0,3,39,3,valdez 19741119,0
mario,valdez,19741119,185,97,L,L,2000,25,AL,OAK,1B,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,valdez 19741119,0
mario,valdez,19741119,185,97,L,L,2001,26,AL,OAK,LF,32,67,54,7,15,13,1,0,1,19,8,0,0,0,0,12,1,1,18,0,valdez 19741119,0
mario,valdez,19741119,187,86,L,R,2004,30,Pacific League,Buffaloes,DH,36,148,127,21,27,9,9,0,9,63,29,0,0,0,0,18,1,3,41,1,valdez 19741119,1
wilson,valdez,19780520,180,77,R,R,2004,26,AL,CHA,SS,19,46,43,8,10,8,1,0,1,14,4,1,2,1,0,2,0,0,5,1,valdez 19780520,0
wilson,valdez,19780520,180,77,R,R,2005,27,AL,SEA,SS,42,133,126,9,25,19,5,1,0,32,8,2,2,1,0,6,0,0,25,1,valdez 19780520,0
wilson,valdez,19780520,180,77,R,R,2005,27,NL,SDN,SS,9,15,13,0,3,1,2,0,0,5,1,0,0,0,0,2,0,0,1,1,valdez 19780520,0
wilson,valdez,19780520,180,77,R,R,2007,29,NL,LAN,SS,41,80,74,12,16,13,2,1,0,20,7,1,0,0,1,4,0,1,12,0,valdez 19780520,0
wilson,valdez,19780520,180,75,R,R,2008,30,Central League,Swallows,SS,29,88,78,8,20,18,1,0,1,24,8,4,0,2,0,8,0,0,14,5,valdez 19780520,1
wilson,valdez,19780520,180,77,R,R,2009,31,NL,NYN,SS,41,95,86,11,22,17,3,2,0,29,7,0,1,0,0,8,0,1,10,6,valdez 19780520,2
wilson,valdez,19780520,180,77,R,R,2010,32,NL,PHI,SS,111,363,333,37,86,63,16,3,4,120,35,7,0,7,0,21,7,2,43,20,valdez 19780520,2
wilson,valdez,19780520,180,77,R,R,2011,33,NL,PHI,2B,99,300,273,39,68,49,14,4,1,93,30,3,3,7,2,18,3,0,41,13,valdez 19780520,2
wilson,valdez,19780520,180,77,R,R,2012,34,NL,CIN,SS,77,208,194,15,40,36,4,0,0,44,15,3,1,5,1,8,0,0,36,4,valdez 19780520,2
eric,valent,19770404,183,86,L,L,2001,24,NL,PHI,LF,22,46,41,3,4,2,2,0,0,6,1,0,0,0,0,4,0,1,11,0,valent 19770404,0
eric,valent,19770404,183,86,L,L,2002,25,NL,PHI,RF,7,10,10,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,3,1,valent 19770404,0
eric,valent,19770404,183,86,L,L,2003,26,NL,CIN,RF,18,44,42,3,9,9,0,0,0,9,1,0,0,0,0,2,0,0,9,0,valent 19770404,0
eric,valent,19770404,183,86,L,L,2004,27,NL,NYN,LF,130,300,270,39,72,42,15,2,13,130,34,0,1,0,1,28,4,1,61,10,valent 19770404,0
eric,valent,19770404,183,86,L,L,2005,28,NL,NYN,RF,28,50,43,4,8,5,3,0,0,11,1,0,0,0,0,7,3,0,17,0,valent 19770404,0
eric,valent,19770404,178,87,L,L,2006,29,Pacific League,Golden Eagles,RF,24,82,74,8,14,11,2,0,1,19,5,1,0,1,0,5,0,2,22,2,valent 19770404,1
fred,valentine,19350119,185,86,B,R,1959,24,AL,BAL,RF,12,22,19,0,6,6,0,0,0,6,1,0,1,0,0,3,0,0,4,0,valentine 19350119,0
fred,valentine,19350119,185,86,B,R,1963,28,AL,BAL,RF,26,49,41,5,11,10,1,0,0,12,1,0,0,0,0,8,0,0,5,2,valentine 19350119,0
fred,valentine,19350119,185,86,B,R,1964,29,AL,WS2,LF,102,240,212,20,48,39,5,0,4,65,20,4,2,3,1,21,0,3,44,6,valentine 19350119,0
fred,valentine,19350119,185,86,B,R,1965,30,AL,WS2,CF,12,34,29,6,7,7,0,0,0,7,1,3,0,0,0,4,0,1,5,1,valentine 19350119,0
fred,valentine,19350119,185,86,B,R,1966,31,AL,WS2,RF,146,578,508,77,140,88,29,7,16,231,59,22,10,6,3,51,1,10,63,12,valentine 19350119,0
fred,valentine,19350119,185,86,B,R,1967,32,AL,WS2,CF,151,527,457,52,107,79,16,1,11,158,44,17,3,3,1,56,1,10,76,5,valentine 19350119,0
fred,valentine,19350119,185,86,B,R,1968,33,AL,BAL,RF,47,99,91,9,17,10,3,2,2,30,5,0,0,0,0,7,0,1,20,1,valentine 19350119,0
fred,valentine,19350119,185,86,B,R,1968,33,AL,WS2,RF,37,110,101,11,24,19,2,0,3,35,7,1,0,0,1,6,0,2,11,5,valentine 19350119,0
fred,valentine,19350119,186,89,S,R,1970,35,Central League,Tigers,OF,123,495,439,40,108,73,22,2,11,167,46,3,5,6,3,41,3,6,76,5,valentine 19350119,1
ty,van burkleo,19631007,193,95,L,L,1988,26,Pacific League,Lions,OF,118,453,366,67,98,48,10,2,38,226,90,3,4,0,1,82,3,4,120,4,van burkleo 19631007,0
ty,van burkleo,19631007,193,95,L,L,1989,27,Pacific League,Lions,OF,37,135,119,14,25,14,4,1,6,49,11,0,1,0,0,16,0,0,35,1,van burkleo 19631007,0
ty,van burkleo,19631007,193,95,L,L,1990,28,Pacific League,Lions,OF,41,129,112,22,22,10,3,0,9,52,22,2,0,0,0,14,0,3,34,3,van burkleo 19631007,0
ty,van burkleo,19631007,193,95,L,L,1991,29,Central League,Carp,OF,29,73,59,2,12,8,2,0,2,20,5,0,0,0,0,12,0,2,22,3,van burkleo 19631007,0
ty,van burkleo,19631007,196,104,L,L,1993,29,AL,CAL,1B,12,39,33,2,5,1,3,0,1,11,1,1,0,0,0,6,0,0,9,0,van burkleo 19631007,1
ty,van burkleo,19631007,196,104,L,L,1994,30,NL,COL,1B,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,van burkleo 19631007,-1
max,venable,19570606,178,83,L,R,1979,22,NL,SFN,RF,55,97,85,12,14,12,1,1,0,17,3,3,3,1,0,10,1,1,18,0,venable 19570606,0
max,venable,19570606,178,83,L,R,1980,23,NL,SFN,RF,64,157,138,13,37,32,5,0,0,42,10,8,2,1,3,15,0,0,22,3,venable 19570606,0
max,venable,19570606,178,83,L,R,1981,24,NL,SFN,RF,18,36,32,2,6,4,0,2,0,10,1,3,1,0,0,4,0,0,3,0,venable 19570606,0
max,venable,19570606,178,83,L,R,1982,25,NL,SFN,LF,71,132,125,17,28,24,2,1,1,35,7,9,3,0,0,7,0,0,16,2,venable 19570606,0
max,venable,19570606,178,83,L,R,1983,26,NL,SFN,LF,94,256,228,28,50,33,7,4,6,83,27,15,2,2,1,22,1,3,34,3,venable 19570606,0
max,venable,19570606,178,83,L,R,1984,27,NL,MON,LF,38,76,71,7,17,13,2,0,2,25,7,1,0,0,1,3,1,1,7,0,venable 19570606,0
max,venable,19570606,178,83,L,R,1985,28,NL,CIN,LF,77,146,135,21,39,24,12,3,0,57,10,11,3,3,2,6,0,0,17,2,venable 19570606,0
max,venable,19570606,178,83,L,R,1986,29,NL,CIN,LF,108,168,147,17,31,21,7,1,2,46,15,7,2,2,2,17,2,0,24,0,venable 19570606,0
max,venable,19570606,178,83,L,R,1987,30,NL,CIN,CF,7,7,7,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,venable 19570606,0
max,venable,19570606,178,83,L,R,1989,32,AL,CAL,RF,20,57,53,7,19,15,4,0,0,23,4,0,0,3,0,1,0,0,16,0,venable 19570606,0
max,venable,19570606,178,83,L,R,1990,33,AL,CAL,CF,93,222,189,26,49,33,9,3,4,76,21,5,1,7,2,24,2,0,31,3,venable 19570606,0
max,venable,19570606,178,83,L,R,1991,34,AL,CAL,CF,82,206,187,24,46,33,8,2,3,67,21,2,1,4,2,11,2,2,30,5,venable 19570606,0
max,venable,19570606,179,83,L,R,1992,35,Pacific League,Marines,OF,111,482,425,57,114,71,26,4,13,187,50,13,6,0,4,49,5,4,65,8,venable 19570606,1
max,venable,19570606,179,83,L,R,1993,36,Pacific League,Marines,OF,103,408,372,30,101,77,15,2,7,141,54,3,2,0,2,31,1,3,59,6,venable 19570606,-1
zoilo,versalles,19391218,178,66,R,R,1959,19,AL,WS1,SS,29,64,59,4,9,8,0,0,1,12,1,1,0,0,0,4,0,1,15,0,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1960,20,AL,WS1,SS,15,47,45,2,6,2,2,2,0,12,4,0,0,0,0,2,0,0,5,0,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1961,21,AL,MIN,SS,129,542,510,65,143,106,25,5,7,199,53,16,9,4,2,25,2,1,61,8,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1962,22,AL,MIN,SS,160,624,568,69,137,99,18,3,17,212,67,5,5,10,7,37,8,2,71,13,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1963,23,AL,MIN,SS,159,666,621,74,162,108,31,13,10,249,54,7,4,7,0,33,2,5,66,11,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1964,24,AL,MIN,SS,160,718,659,94,171,108,33,10,20,284,64,14,4,7,2,42,1,8,88,5,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1965,25,AL,MIN,SS,160,728,666,126,182,106,45,12,19,308,77,27,5,6,8,41,3,7,122,7,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1966,26,AL,MIN,SS,137,596,543,73,135,102,20,6,7,188,36,10,12,3,3,40,2,7,85,11,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1967,27,AL,MIN,SS,160,626,581,63,116,87,16,7,6,164,50,5,3,3,3,33,2,6,113,15,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1968,28,NL,LAN,SS,122,436,403,29,79,58,16,3,2,107,24,6,4,6,1,26,4,0,84,7,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1969,29,AL,CLE,2B,72,242,217,21,49,36,11,1,1,65,13,3,1,0,2,21,1,2,47,7,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1969,29,AL,WS2,SS,31,79,75,9,20,17,2,1,0,24,6,1,0,0,0,3,0,1,13,1,versalles 19391218,0
zoilo,versalles,19391218,178,66,R,R,1971,31,NL,ATL,3B,66,210,194,21,37,21,11,0,5,63,22,2,1,4,1,11,1,0,40,7,versalles 19391218,0
zoilo,versalles,19391218,177,72,R,R,1972,33,Central League,Carp,IF,48,141,132,13,25,14,7,0,4,44,10,0,3,2,1,6,1,0,28,3,versalles 19391218,1
joe,vitiello,19700411,188,97,R,R,1995,25,AL,KCA,1B,53,142,130,13,33,22,4,0,7,58,21,0,0,0,0,8,0,4,25,4,vitiello 19700411,0
joe,vitiello,19700411,188,97,R,R,1996,26,AL,KCA,1B,85,301,257,29,62,38,15,1,8,103,40,2,0,0,3,38,2,3,69,12,vitiello 19700411,0
joe,vitiello,19700411,188,97,R,R,1997,27,AL,KCA,RF,51,146,130,11,31,20,6,0,5,52,18,0,0,0,0,14,1,2,37,2,vitiello 19700411,0
joe,vitiello,19700411,188,97,R,R,1998,28,AL,KCA,DH,3,8,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,vitiello 19700411,0
joe,vitiello,19700411,188,97,R,R,1999,29,AL,KCA,1B,13,45,41,4,6,4,1,0,1,10,4,0,0,0,0,2,0,2,9,2,vitiello 19700411,0
joe,vitiello,19700411,188,97,R,R,2000,30,NL,SDN,1B,39,63,52,7,13,8,3,0,2,22,8,0,0,0,1,10,0,0,9,1,vitiello 19700411,0
joe,vitiello,19700411,190,104,R,R,2001,31,Pacific League,Blue Wave,IF,126,462,407,52,112,69,21,0,22,199,83,0,0,0,5,36,2,14,125,8,vitiello 19700411,1
joe,vitiello,19700411,188,97,R,R,2003,33,NL,MON,LF,38,86,76,12,26,17,6,0,3,41,13,0,0,0,1,7,0,2,14,1,vitiello 19700411,2
ryan,vogelsong,19770722,193,97,R,R,2001,24,NL,SFN,P,13,8,8,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,vogelsong 19770722,0
ryan,vogelsong,19770722,193,97,R,R,2001,24,NL,PIT,P,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,vogelsong 19770722,0
ryan,vogelsong,19770722,193,97,R,R,2003,26,NL,PIT,P,6,8,6,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,vogelsong 19770722,0
ryan,vogelsong,19770722,193,97,R,R,2004,27,NL,PIT,P,33,44,31,2,7,5,2,0,0,9,3,0,0,10,1,2,0,0,13,1,vogelsong 19770722,0
ryan,vogelsong,19770722,193,97,R,R,2005,28,NL,PIT,P,44,10,9,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,4,0,vogelsong 19770722,0
ryan,vogelsong,19770722,193,97,R,R,2006,29,NL,PIT,P,20,5,3,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,vogelsong 19770722,0
ryan,vogelsong,19770722,191,98,R,R,2007,30,Central League,Tigers,P,20,35,29,3,5,3,1,0,1,9,4,0,0,4,0,2,0,0,12,1,vogelsong 19770722,1
ryan,vogelsong,19770722,191,98,R,R,2008,31,Central League,Tigers,P,14,20,17,1,3,2,0,0,1,6,1,0,0,1,0,2,0,0,5,1,vogelsong 19770722,-1
ryan,vogelsong,19770722,191,98,R,R,2009,32,Pacific League,Buffaloes,P,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vogelsong 19770722,-1
ryan,vogelsong,19770722,193,97,R,R,2011,34,NL,SFN,P,31,61,53,7,12,11,1,0,0,13,2,0,0,5,0,2,0,1,15,1,vogelsong 19770722,2
ryan,vogelsong,19770722,193,97,R,R,2012,35,NL,SFN,P,31,66,54,5,5,4,1,0,0,6,0,0,0,8,0,3,0,1,31,1,vogelsong 19770722,2
ryan,vogelsong,19770722,193,97,R,R,2013,36,NL,SFN,P,19,36,29,2,2,2,0,0,0,2,2,0,0,4,0,3,0,0,17,0,vogelsong 19770722,2
ryan,vogelsong,19770722,193,97,R,R,2014,37,NL,SFN,P,32,66,61,3,7,5,2,0,0,9,2,0,0,2,0,2,0,1,20,1,vogelsong 19770722,2
ryan,vogelsong,19770722,193,97,R,R,2015,38,NL,SFN,P,33,45,36,3,5,3,1,0,1,9,2,0,0,8,0,1,0,0,13,0,vogelsong 19770722,2
ryan,vogelsong,19770722,193,97,R,R,2016,39,NL,PIT,P,24,23,19,1,1,1,0,0,0,1,1,0,0,2,0,1,0,1,13,0,vogelsong 19770722,2
george,vukovich,19560624,183,89,L,R,1980,24,NL,PHI,RF,78,64,58,6,13,11,1,1,0,16,8,0,0,0,0,6,0,0,9,1,vukovich 19560624,0
george,vukovich,19560624,183,89,L,R,1981,25,NL,PHI,RF,20,27,26,5,10,9,0,0,1,13,4,1,0,0,0,1,0,0,0,0,vukovich 19560624,0
george,vukovich,19560624,183,89,L,R,1982,26,NL,PHI,RF,123,369,335,41,91,65,18,2,6,131,42,2,9,1,1,32,14,0,47,4,vukovich 19560624,0
george,vukovich,19560624,183,89,L,R,1983,27,AL,CLE,RF,124,345,312,31,77,59,13,2,3,103,44,3,4,3,4,24,4,2,37,8,vukovich 19560624,0
george,vukovich,19560624,183,89,L,R,1984,28,AL,CLE,RF,134,474,437,38,133,97,22,5,9,192,60,1,4,0,2,34,3,1,61,10,vukovich 19560624,0
george,vukovich,19560624,183,89,L,R,1985,29,AL,CLE,RF,149,470,434,43,106,76,22,0,8,152,45,2,2,1,4,30,6,1,75,9,vukovich 19560624,0
george,vukovich,19560624,181,90,L,R,1986,30,Pacific League,Lions,OF,121,474,434,52,115,75,21,1,18,192,67,0,0,0,6,32,3,2,88,13,vukovich 19560624,1
george,vukovich,19560624,181,90,L,R,1987,31,Pacific League,Lions,OF,101,364,320,38,78,48,15,1,14,137,46,0,3,0,1,41,2,2,53,2,vukovich 19560624,-1
tsuyoshi,wada,19810221,179,77,L,L,2005,24,Pacific League,Hawks,P,25,11,7,1,2,2,0,0,0,2,0,0,0,3,0,1,0,0,4,0,wada 19810221,0
tsuyoshi,wada,19810221,179,77,L,L,2006,25,Pacific League,Hawks,P,24,9,8,2,1,0,1,0,0,2,0,0,0,1,0,0,0,0,4,0,wada 19810221,0
